customer_id,last_purchase_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,customer_segment
6759,2024-09-17,2,337.39,10,4,1,3,413,Potential Loyalists
6760,2024-02-27,4,278.65,213,3,3,3,333,Champions
6761,2022-12-27,2,170.09,640,1,1,2,112,Low Engagement
6762,2024-09-20,3,355.94,7,4,3,3,433,Champions
6763,2024-08-19,5,1003.08,39,4,4,4,444,Champions
6764,2022-06-25,2,299.65,825,1,1,3,113,High Value At Risk
6765,2024-02-08,5,447.21,232,3,4,3,343,Champions
6766,2023-08-01,1,11.58,423,2,1,1,211,Low Engagement
6767,2023-10-10,2,343.31,353,2,1,3,213,High Value At Risk
6768,2024-06-15,4,504.71,104,4,3,4,434,Champions
6769,2023-10-24,2,125.69999999999999,339,2,1,1,211,Low Engagement
6770,2024-01-07,4,208.32,264,2,3,2,232,At Risk
6771,2022-12-02,1,150.33,665,1,1,2,112,Low Engagement
6772,2024-08-16,3,248.9,42,4,3,2,432,Loyal Customers
6773,2023-09-16,1,47.94,377,2,1,1,211,Low Engagement
6774,2024-06-23,2,211.12,96,4,1,2,412,Developing Customers
6775,2023-09-27,1,20.11,366,2,1,1,211,Low Engagement
6776,2024-07-31,2,221.4,58,4,1,2,412,Developing Customers
6777,2024-07-30,4,742.61,59,4,3,4,434,Champions
6778,2024-09-14,3,396.45000000000005,13,4,3,3,433,Champions
6779,2024-01-31,1,8.25,240,3,1,1,311,Developing Customers
6781,2023-11-12,3,386.13,320,2,3,3,233,At Risk
6782,2024-06-08,3,234.14999999999998,111,3,3,2,332,Loyal Customers
6783,2023-09-14,5,672.71,379,2,4,4,244,At Risk
6784,2023-12-11,5,730.6899999999999,291,2,4,4,244,At Risk
6785,2024-08-13,2,389.71,45,4,1,3,413,Potential Loyalists
6786,2024-07-05,9,691.47,84,4,4,4,444,Champions
6787,2023-12-03,2,152.45,299,2,1,2,212,Low Engagement
6788,2024-04-18,2,188.82,162,3,1,2,312,Developing Customers
6789,2022-12-18,3,192.62,649,1,3,2,132,At Risk
6790,2024-06-23,6,380.86,96,4,4,3,443,Champions
6792,2024-04-02,4,537.11,178,3,3,4,334,Champions
6793,2024-02-03,3,214.54,237,3,3,2,332,Loyal Customers
6794,2024-08-29,5,234.17,29,4,4,2,442,Loyal Customers
6795,2023-09-28,4,875.0699999999999,365,2,3,4,234,At Risk
6796,2024-04-22,2,55.2,158,3,1,1,311,Developing Customers
6797,2023-09-15,2,302.09,378,2,1,3,213,High Value At Risk
6798,2024-07-11,1,136.94,78,4,1,2,412,Developing Customers
6799,2022-03-14,2,354.6,928,1,1,3,113,High Value At Risk
6800,2024-03-15,5,332.94,196,3,4,3,343,Champions
6801,2022-08-10,1,116.93,779,1,1,1,111,Low Engagement
6802,2024-08-09,2,135.43,49,4,1,2,412,Developing Customers
6803,2023-01-09,1,42.84,627,1,1,1,111,Low Engagement
6804,2024-07-10,3,284.28000000000003,79,4,3,3,433,Champions
6805,2023-08-26,2,99.73,398,2,1,1,211,Low Engagement
6806,2024-01-13,1,65.8,258,2,1,1,211,Low Engagement
6808,2024-08-06,3,366.78,52,4,3,3,433,Champions
6809,2023-04-09,3,293.8,537,1,3,3,133,At Risk
6810,2024-06-03,5,265.93,116,3,4,3,343,Champions
6811,2024-06-14,3,144.82,105,3,3,2,332,Loyal Customers
6812,2024-03-23,2,466.48,188,3,1,4,314,Potential Loyalists
6813,2023-09-16,2,67.1,377,2,1,1,211,Low Engagement
6814,2023-04-02,2,236.19,544,1,1,2,112,Low Engagement
6815,2024-09-15,4,623.63,12,4,3,4,434,Champions
6816,2024-09-19,6,437.6,8,4,4,3,443,Champions
6817,2024-08-01,2,142.0,57,4,1,2,412,Developing Customers
6818,2024-02-16,5,396.14,224,3,4,3,343,Champions
6819,2022-11-11,2,798.73,686,1,1,4,114,High Value At Risk
6820,2023-08-31,3,491.21000000000004,393,2,3,4,234,At Risk
6821,2023-05-09,4,471.20000000000005,507,1,3,4,134,At Risk
6822,2022-11-19,2,200.55,678,1,1,2,112,Low Engagement
6823,2024-08-29,3,381.78000000000003,29,4,3,3,433,Champions
6824,2023-11-29,3,256.67,303,2,3,2,232,At Risk
6825,2024-05-19,2,316.87,131,3,1,3,313,Potential Loyalists
6826,2023-07-22,3,237.62,433,2,3,2,232,At Risk
6827,2023-10-22,1,14.89,341,2,1,1,211,Low Engagement
6828,2024-07-11,7,1296.3000000000002,78,4,4,4,444,Champions
6829,2024-07-18,2,288.62,71,4,1,3,413,Potential Loyalists
6830,2023-02-03,4,303.54999999999995,602,1,3,3,133,At Risk
6831,2024-02-03,1,17.39,237,3,1,1,311,Developing Customers
6832,2024-07-28,1,16.14,61,4,1,1,411,Developing Customers
6833,2024-05-04,2,214.15,146,3,1,2,312,Developing Customers
6834,2023-02-20,4,287.96000000000004,585,1,3,3,133,At Risk
6835,2024-07-26,1,65.11,63,4,1,1,411,Developing Customers
6836,2024-03-22,4,353.77,189,3,3,3,333,Champions
6837,2022-12-10,2,137.25,657,1,1,2,112,Low Engagement
6838,2024-07-27,2,390.42999999999995,62,4,1,3,413,Potential Loyalists
6839,2024-07-01,3,70.9,88,4,3,1,431,Loyal Customers
6840,2023-10-16,1,388.38,347,2,1,3,213,High Value At Risk
6842,2024-04-30,2,48.36,150,3,1,1,311,Developing Customers
6843,2024-07-06,1,85.27,83,4,1,1,411,Developing Customers
6844,2023-05-30,1,17.49,486,1,1,1,111,Low Engagement
6845,2024-05-19,2,343.11,131,3,1,3,313,Potential Loyalists
6846,2024-02-24,2,104.2,216,3,1,1,311,Developing Customers
6847,2023-06-14,1,432.26,471,1,1,3,113,High Value At Risk
6848,2024-09-09,3,399.29,18,4,3,3,433,Champions
6849,2024-09-23,3,192.20999999999998,4,4,3,2,432,Loyal Customers
6850,2024-07-21,3,414.68,68,4,3,3,433,Champions
6851,2024-06-13,1,166.3,106,3,1,2,312,Developing Customers
6852,2023-04-10,3,267.08,536,1,3,3,133,At Risk
6853,2022-07-05,1,195.94,815,1,1,2,112,Low Engagement
6854,2023-02-03,3,165.85999999999999,602,1,3,2,132,At Risk
6855,2023-10-22,3,282.82,341,2,3,3,233,At Risk
6856,2024-08-24,3,763.0699999999999,34,4,3,4,434,Champions
6857,2024-07-05,2,29.66,84,4,1,1,411,Developing Customers
6858,2023-11-03,5,715.47,329,2,4,4,244,At Risk
6859,2023-12-12,2,405.43,290,2,1,3,213,High Value At Risk
6860,2024-05-16,5,331.52000000000004,134,3,4,3,343,Champions
6861,2023-08-26,1,59.69,398,2,1,1,211,Low Engagement
6862,2023-05-15,3,276.81,501,1,3,3,133,At Risk
6863,2024-05-18,5,485.03,132,3,4,4,344,Champions
6865,2024-06-12,4,415.76,107,3,3,3,333,Champions
6866,2024-08-20,2,633.71,38,4,1,4,414,Potential Loyalists
6867,2023-02-04,1,258.95,601,1,1,2,112,Low Engagement
6868,2022-02-19,1,155.81,951,1,1,2,112,Low Engagement
6869,2023-03-20,4,611.01,557,1,3,4,134,At Risk
6871,2024-01-07,3,487.14,264,2,3,4,234,At Risk
6872,2024-05-26,1,39.75,124,3,1,1,311,Developing Customers
6873,2023-08-31,1,293.61,393,2,1,3,213,High Value At Risk
6874,2023-11-24,3,622.1400000000001,308,2,3,4,234,At Risk
6875,2024-03-03,3,290.1,208,3,3,3,333,Champions
6877,2024-08-15,6,379.65000000000003,43,4,4,3,443,Champions
6878,2024-07-16,5,525.87,73,4,4,4,444,Champions
6879,2024-09-03,3,350.83000000000004,24,4,3,3,433,Champions
6880,2024-08-10,5,785.29,48,4,4,4,444,Champions
6881,2024-09-25,3,139.34,2,4,3,2,432,Loyal Customers
6883,2024-08-12,5,885.1200000000001,46,4,4,4,444,Champions
6884,2024-06-21,3,206.99,98,4,3,2,432,Loyal Customers
6886,2022-06-28,1,55.31,822,1,1,1,111,Low Engagement
6887,2024-01-24,2,373.94,247,2,1,3,213,High Value At Risk
6888,2024-06-20,2,93.59,99,4,1,1,411,Developing Customers
6889,2024-03-02,4,335.53,209,3,3,3,333,Champions
6890,2024-07-17,6,539.52,72,4,4,4,444,Champions
6891,2023-05-18,2,94.98,498,1,1,1,111,Low Engagement
6892,2024-06-01,3,308.11,118,3,3,3,333,Champions
6893,2024-05-26,5,357.15,124,3,4,3,343,Champions
6894,2022-10-07,4,791.66,721,1,3,4,134,At Risk
6895,2023-09-11,2,351.57,382,2,1,3,213,High Value At Risk
6896,2024-07-25,3,353.89,64,4,3,3,433,Champions
6897,2024-09-11,3,114.7,16,4,3,1,431,Loyal Customers
6900,2024-04-15,2,97.4,165,3,1,1,311,Developing Customers
6901,2024-04-11,3,441.39,169,3,3,3,333,Champions
6902,2023-12-05,1,49.81,297,2,1,1,211,Low Engagement
6904,2024-05-29,2,107.45,121,3,1,1,311,Developing Customers
6905,2023-09-27,3,362.20000000000005,366,2,3,3,233,At Risk
6906,2023-04-28,4,269.17,518,1,3,3,133,At Risk
6907,2024-08-11,3,237.1,47,4,3,2,432,Loyal Customers
6908,2024-06-13,4,494.84,106,3,3,4,334,Champions
6909,2024-07-28,3,91.82,61,4,3,1,431,Loyal Customers
6910,2023-10-26,2,340.17,337,2,1,3,213,High Value At Risk
6911,2023-10-02,3,414.63,361,2,3,3,233,At Risk
6912,2023-11-23,2,646.96,309,2,1,4,214,High Value At Risk
6913,2024-05-13,5,529.0,137,3,4,4,344,Champions
6914,2024-02-17,4,701.73,223,3,3,4,334,Champions
6915,2022-10-06,1,55.8,722,1,1,1,111,Low Engagement
6916,2023-05-24,4,127.46,492,1,3,2,132,At Risk
6917,2024-09-20,4,433.21000000000004,7,4,3,3,433,Champions
6918,2023-06-28,1,183.36,457,2,1,2,212,Low Engagement
6919,2024-05-26,1,92.75,124,3,1,1,311,Developing Customers
6920,2022-08-20,1,457.52,769,1,1,3,113,High Value At Risk
6921,2024-07-31,3,186.2,58,4,3,2,432,Loyal Customers
6922,2024-07-23,3,72.86,66,4,3,1,431,Loyal Customers
6924,2024-07-05,1,182.38,84,4,1,2,412,Developing Customers
6925,2023-07-15,5,631.52,440,2,4,4,244,At Risk
6926,2023-08-30,2,175.67,394,2,1,2,212,Low Engagement
6927,2023-05-16,3,175.41,500,1,3,2,132,At Risk
6928,2024-07-17,4,399.23,72,4,3,3,433,Champions
6929,2024-08-26,2,377.64,32,4,1,3,413,Potential Loyalists
6930,2024-09-12,1,32.81,15,4,1,1,411,Developing Customers
6931,2024-05-27,3,410.32,123,3,3,3,333,Champions
6932,2024-08-04,4,761.11,54,4,3,4,434,Champions
6933,2023-09-08,1,60.86,385,2,1,1,211,Low Engagement
6934,2024-03-01,3,155.37,210,3,3,2,332,Loyal Customers
6936,2023-05-08,2,434.58,508,1,1,3,113,High Value At Risk
6937,2024-01-13,4,498.98,258,2,3,4,234,At Risk
6940,2024-03-13,2,191.14,198,3,1,2,312,Developing Customers
6941,2024-04-11,3,469.34000000000003,169,3,3,4,334,Champions
6942,2024-06-03,3,299.89,116,3,3,3,333,Champions
6943,2024-07-11,3,459.8,78,4,3,3,433,Champions
6944,2024-06-24,2,122.56,95,4,1,1,411,Developing Customers
6945,2024-09-01,3,225.57,26,4,3,2,432,Loyal Customers
6946,2024-02-23,3,539.8299999999999,217,3,3,4,334,Champions
6947,2023-05-15,1,51.36,501,1,1,1,111,Low Engagement
6949,2024-06-10,4,546.68,109,3,3,4,334,Champions
6950,2023-12-21,3,368.17999999999995,281,2,3,3,233,At Risk
6951,2023-11-02,2,110.48,330,2,1,1,211,Low Engagement
6952,2023-06-15,3,604.21,470,1,3,4,134,At Risk
6953,2023-08-31,2,179.57,393,2,1,2,212,Low Engagement
6954,2024-07-19,2,501.47,70,4,1,4,414,Potential Loyalists
6956,2023-04-28,2,73.23,518,1,1,1,111,Low Engagement
6957,2024-04-24,3,126.62,156,3,3,2,332,Loyal Customers
6958,2024-06-30,3,126.28999999999999,89,4,3,2,432,Loyal Customers
6959,2023-04-20,4,606.66,526,1,3,4,134,At Risk
6960,2023-02-13,1,83.52,592,1,1,1,111,Low Engagement
6961,2024-09-25,3,187.38,2,4,3,2,432,Loyal Customers
6962,2023-10-17,5,458.88,346,2,4,3,243,At Risk
6963,2023-05-29,3,413.69,487,1,3,3,133,At Risk
6964,2023-02-06,4,413.02,599,1,3,3,133,At Risk
6965,2023-09-10,2,57.15,383,2,1,1,211,Low Engagement
6966,2024-07-10,2,598.9200000000001,79,4,1,4,414,Potential Loyalists
6968,2022-10-17,4,659.31,711,1,3,4,134,At Risk
6969,2024-06-04,3,111.16,115,3,3,1,331,Loyal Customers
6970,2022-11-17,2,239.6,680,1,1,2,112,Low Engagement
6971,2024-02-19,3,597.63,221,3,3,4,334,Champions
6972,2024-09-14,4,915.85,13,4,3,4,434,Champions
6974,2024-03-21,2,117.11000000000001,190,3,1,1,311,Developing Customers
6975,2024-05-08,3,345.12,142,3,3,3,333,Champions
6976,2024-09-17,3,478.62,10,4,3,4,434,Champions
6977,2024-04-14,2,795.87,166,3,1,4,314,Potential Loyalists
6978,2024-07-24,1,200.72,65,4,1,2,412,Developing Customers
6979,2024-06-17,3,282.17,102,4,3,3,433,Champions
6980,2022-09-22,2,66.19,736,1,1,1,111,Low Engagement
6981,2024-04-09,4,201.74,171,3,3,2,332,Loyal Customers
6982,2022-05-11,2,104.41,870,1,1,1,111,Low Engagement
6983,2023-07-22,3,513.98,433,2,3,4,234,At Risk
6984,2023-11-30,4,388.56,302,2,3,3,233,At Risk
6985,2022-11-25,1,73.26,672,1,1,1,111,Low Engagement
6986,2024-02-29,1,42.72,211,3,1,1,311,Developing Customers
6987,2023-05-16,3,294.87,500,1,3,3,133,At Risk
6989,2023-07-15,4,1033.78,440,2,3,4,234,At Risk
6990,2023-11-07,5,973.33,325,2,4,4,244,At Risk
6991,2024-07-24,4,598.1899999999999,65,4,3,4,434,Champions
6992,2024-09-26,3,254.94999999999996,1,4,3,2,432,Loyal Customers
6993,2024-09-26,6,894.77,1,4,4,4,444,Champions
6994,2022-11-21,2,843.07,676,1,1,4,114,High Value At Risk
6995,2024-03-04,4,638.15,207,3,3,4,334,Champions
6996,2024-02-18,4,864.84,222,3,3,4,334,Champions
6997,2024-02-27,2,151.33,213,3,1,2,312,Developing Customers
6998,2024-03-14,3,280.3,197,3,3,3,333,Champions
6999,2024-08-13,2,79.87,45,4,1,1,411,Developing Customers
7000,2024-05-27,3,597.66,123,3,3,4,334,Champions
7001,2024-04-18,3,146.51999999999998,162,3,3,2,332,Loyal Customers
7002,2023-09-27,2,100.53,366,2,1,1,211,Low Engagement
7003,2023-12-01,1,71.55,301,2,1,1,211,Low Engagement
7004,2023-09-26,4,216.34,367,2,3,2,232,At Risk
7005,2024-06-28,3,63.14999999999999,91,4,3,1,431,Loyal Customers
7006,2024-09-17,4,498.69,10,4,3,4,434,Champions
7007,2023-02-13,2,176.59,592,1,1,2,112,Low Engagement
7008,2024-07-22,4,142.76999999999998,67,4,3,2,432,Loyal Customers
7009,2023-05-07,1,51.16,509,1,1,1,111,Low Engagement
7010,2024-01-11,5,595.92,260,2,4,4,244,At Risk
7011,2024-03-09,3,410.04999999999995,202,3,3,3,333,Champions
7012,2023-07-25,3,134.25,430,2,3,2,232,At Risk
7013,2022-11-26,2,344.81,671,1,1,3,113,High Value At Risk
7014,2024-05-15,2,201.76999999999998,135,3,1,2,312,Developing Customers
7015,2023-05-18,2,15.41,498,1,1,1,111,Low Engagement
7016,2024-06-13,3,313.31,106,3,3,3,333,Champions
7017,2023-01-04,1,2.37,632,1,1,1,111,Low Engagement
7018,2023-12-29,1,36.71,273,2,1,1,211,Low Engagement
7019,2024-08-19,5,1040.56,39,4,4,4,444,Champions
7020,2023-08-24,3,272.87,400,2,3,3,233,At Risk
7021,2022-07-19,1,270.45,801,1,1,3,113,High Value At Risk
7022,2024-02-19,1,150.56,221,3,1,2,312,Developing Customers
7023,2024-04-09,3,190.58,171,3,3,2,332,Loyal Customers
7024,2024-08-27,1,399.11,31,4,1,3,413,Potential Loyalists
7025,2023-06-08,2,317.56,477,1,1,3,113,High Value At Risk
7026,2023-12-10,6,379.44,292,2,4,3,243,At Risk
7027,2024-05-19,3,757.9,131,3,3,4,334,Champions
7028,2024-05-17,2,392.03000000000003,133,3,1,3,313,Potential Loyalists
7030,2024-06-29,2,129.01,90,4,1,2,412,Developing Customers
7031,2024-06-06,2,148.79,113,3,1,2,312,Developing Customers
7032,2024-01-06,1,12.53,265,2,1,1,211,Low Engagement
7033,2022-08-09,1,4.31,780,1,1,1,111,Low Engagement
7034,2024-04-05,2,320.44000000000005,175,3,1,3,313,Potential Loyalists
7035,2023-11-09,4,646.4,323,2,3,4,234,At Risk
7036,2024-05-08,3,307.74,142,3,3,3,333,Champions
7037,2024-05-04,5,504.59000000000003,146,3,4,4,344,Champions
7038,2024-02-04,2,327.51,236,3,1,3,313,Potential Loyalists
7040,2022-12-20,3,152.4,647,1,3,2,132,At Risk
7041,2023-08-11,5,368.57,413,2,4,3,243,At Risk
7042,2024-03-20,5,444.91999999999996,191,3,4,3,343,Champions
7043,2022-12-24,1,1.03,643,1,1,1,111,Low Engagement
7044,2024-02-13,1,237.66,227,3,1,2,312,Developing Customers
7045,2022-08-08,1,350.56,781,1,1,3,113,High Value At Risk
7046,2024-09-12,3,620.13,15,4,3,4,434,Champions
7047,2022-12-26,2,263.23,641,1,1,2,112,Low Engagement
7048,2023-10-30,6,397.23999999999995,333,2,4,3,243,At Risk
7049,2024-01-01,4,266.66,270,2,3,3,233,At Risk
7050,2023-09-20,2,267.89,373,2,1,3,213,High Value At Risk
7051,2023-10-05,1,44.06,358,2,1,1,211,Low Engagement
7052,2022-11-04,1,214.38,693,1,1,2,112,Low Engagement
7053,2024-08-01,5,488.4,57,4,4,4,444,Champions
7054,2024-06-10,3,1090.94,109,3,3,4,334,Champions
7055,2023-09-21,4,413.28000000000003,372,2,3,3,233,At Risk
7056,2023-05-01,3,509.21999999999997,515,1,3,4,134,At Risk
7057,2024-08-23,4,319.56,35,4,3,3,433,Champions
7058,2022-12-31,3,253.3,636,1,3,2,132,At Risk
7059,2024-02-25,2,85.82,215,3,1,1,311,Developing Customers
7060,2024-05-18,5,1040.11,132,3,4,4,344,Champions
7061,2024-04-15,3,237.82999999999998,165,3,3,2,332,Loyal Customers
7062,2023-10-11,1,96.67,352,2,1,1,211,Low Engagement
7063,2024-07-13,3,293.38,76,4,3,3,433,Champions
7064,2024-07-09,2,126.03,80,4,1,1,411,Developing Customers
7065,2022-10-06,2,165.96,722,1,1,2,112,Low Engagement
7066,2023-08-03,3,239.76,421,2,3,2,232,At Risk
7067,2024-09-09,4,361.11,18,4,3,3,433,Champions
7068,2023-06-19,3,454.94,466,1,3,3,133,At Risk
7070,2024-06-24,6,1025.32,95,4,4,4,444,Champions
7071,2024-08-12,2,223.57999999999998,46,4,1,2,412,Developing Customers
7072,2024-08-07,3,239.42000000000002,51,4,3,2,432,Loyal Customers
7073,2023-12-15,2,131.69,287,2,1,2,212,Low Engagement
7074,2024-05-08,3,554.5300000000001,142,3,3,4,334,Champions
7075,2024-03-24,3,503.32,187,3,3,4,334,Champions
7076,2024-07-09,5,339.17,80,4,4,3,443,Champions
7078,2023-08-21,1,222.28,403,2,1,2,212,Low Engagement
7079,2024-01-22,2,363.6,249,2,1,3,213,High Value At Risk
7080,2024-03-01,5,683.22,210,3,4,4,344,Champions
7081,2023-12-31,5,613.9200000000001,271,2,4,4,244,At Risk
7082,2024-09-02,3,84.13000000000001,25,4,3,1,431,Loyal Customers
7083,2023-11-04,2,91.37,328,2,1,1,211,Low Engagement
7084,2023-11-19,3,474.86,313,2,3,4,234,At Risk
7085,2023-09-16,1,111.61,377,2,1,1,211,Low Engagement
7086,2023-07-24,2,111.96,431,2,1,1,211,Low Engagement
7087,2023-06-30,2,58.48,455,2,1,1,211,Low Engagement
7088,2022-12-26,2,236.63,641,1,1,2,112,Low Engagement
7089,2024-05-19,2,80.07000000000001,131,3,1,1,311,Developing Customers
7090,2024-07-18,5,298.64,71,4,4,3,443,Champions
7091,2022-03-20,2,306.15,922,1,1,3,113,High Value At Risk
7092,2024-04-22,3,132.77,158,3,3,2,332,Loyal Customers
7093,2024-07-01,3,371.42,88,4,3,3,433,Champions
7094,2024-04-12,5,511.04,168,3,4,4,344,Champions
7095,2024-05-04,4,790.0699999999999,146,3,3,4,334,Champions
7096,2024-04-09,1,64.14,171,3,1,1,311,Developing Customers
7097,2023-10-23,3,375.6,340,2,3,3,233,At Risk
7098,2023-05-18,3,255.85999999999999,498,1,3,2,132,At Risk
7099,2024-09-16,3,945.8699999999999,11,4,3,4,434,Champions
7100,2024-06-17,2,203.41,102,4,1,2,412,Developing Customers
7101,2023-03-31,2,428.19,546,1,1,3,113,High Value At Risk
7102,2023-02-24,2,79.36,581,1,1,1,111,Low Engagement
7103,2024-03-05,4,494.11,206,3,3,4,334,Champions
7104,2024-09-22,2,127.04,5,4,1,2,412,Developing Customers
7105,2024-09-08,3,351.5,19,4,3,3,433,Champions
7106,2023-08-16,3,330.2,408,2,3,3,233,At Risk
7107,2022-07-22,2,276.82,798,1,1,3,113,High Value At Risk
7109,2024-05-06,4,297.38,144,3,3,3,333,Champions
7110,2022-01-08,1,95.21,993,1,1,1,111,Low Engagement
7111,2023-10-17,4,362.53999999999996,346,2,3,3,233,At Risk
7112,2024-01-25,3,189.72,246,3,3,2,332,Loyal Customers
7113,2024-03-20,6,699.17,191,3,4,4,344,Champions
7114,2024-08-21,6,461.67,37,4,4,4,444,Champions
7115,2024-09-26,1,13.27,1,4,1,1,411,Developing Customers
7116,2024-08-31,4,454.71000000000004,27,4,3,3,433,Champions
7117,2022-04-15,1,114.44,896,1,1,1,111,Low Engagement
7118,2024-09-21,3,648.23,6,4,3,4,434,Champions
7119,2022-04-24,1,77.29,887,1,1,1,111,Low Engagement
7120,2024-07-30,2,362.14,59,4,1,3,413,Potential Loyalists
7121,2023-06-30,3,326.63,455,2,3,3,233,At Risk
7122,2023-04-07,1,29.61,539,1,1,1,111,Low Engagement
7124,2022-02-01,1,80.53,969,1,1,1,111,Low Engagement
7126,2023-07-27,4,478.07,428,2,3,4,234,At Risk
7127,2024-09-04,2,376.81,23,4,1,3,413,Potential Loyalists
7128,2024-09-13,3,147.46,14,4,3,2,432,Loyal Customers
7129,2024-02-02,4,311.83,238,3,3,3,333,Champions
7130,2023-04-07,2,75.94000000000001,539,1,1,1,111,Low Engagement
7131,2022-11-18,1,78.35,679,1,1,1,111,Low Engagement
7132,2022-06-10,1,7.95,840,1,1,1,111,Low Engagement
7133,2024-05-27,5,1054.05,123,3,4,4,344,Champions
7134,2024-03-12,8,1236.48,199,3,4,4,344,Champions
7135,2024-02-29,4,586.8,211,3,3,4,334,Champions
7136,2023-10-12,3,786.37,351,2,3,4,234,At Risk
7137,2024-06-07,5,540.15,112,3,4,4,344,Champions
7138,2024-06-20,3,498.21999999999997,99,4,3,4,434,Champions
7140,2024-07-21,1,62.37,68,4,1,1,411,Developing Customers
7141,2024-09-21,5,605.8000000000001,6,4,4,4,444,Champions
7142,2023-01-02,2,265.65,634,1,1,3,113,High Value At Risk
7143,2024-06-16,5,612.27,103,4,4,4,444,Champions
7144,2023-01-30,1,13.78,606,1,1,1,111,Low Engagement
7146,2024-01-05,4,698.19,266,2,3,4,234,At Risk
7147,2024-01-15,4,122.49000000000001,256,2,3,1,231,At Risk
7149,2024-06-12,3,430.45,107,3,3,3,333,Champions
7150,2023-10-05,3,68.75,358,2,3,1,231,At Risk
7151,2022-10-24,1,33.97,704,1,1,1,111,Low Engagement
7152,2024-02-08,5,684.51,232,3,4,4,344,Champions
7153,2024-03-16,3,451.29999999999995,195,3,3,3,333,Champions
7154,2024-08-03,2,87.17,55,4,1,1,411,Developing Customers
7155,2024-03-08,4,663.08,203,3,3,4,334,Champions
7156,2024-04-23,1,10.31,157,3,1,1,311,Developing Customers
7157,2024-08-07,5,197.77999999999997,51,4,4,2,442,Loyal Customers
7158,2024-03-04,1,242.02,207,3,1,2,312,Developing Customers
7159,2024-05-11,3,697.47,139,3,3,4,334,Champions
7160,2022-03-01,1,268.38,941,1,1,3,113,High Value At Risk
7161,2023-12-03,1,160.88,299,2,1,2,212,Low Engagement
7162,2023-12-31,2,100.02,271,2,1,1,211,Low Engagement
7163,2023-10-18,2,81.99000000000001,345,2,1,1,211,Low Engagement
7164,2024-09-01,4,275.19,26,4,3,3,433,Champions
7165,2023-08-20,3,699.12,404,2,3,4,234,At Risk
7166,2024-09-08,6,937.5500000000001,19,4,4,4,444,Champions
7167,2024-07-21,3,407.36,68,4,3,3,433,Champions
7168,2023-07-19,5,787.8000000000001,436,2,4,4,244,At Risk
7169,2024-07-12,3,380.76000000000005,77,4,3,3,433,Champions
7170,2023-11-08,3,164.04,324,2,3,2,232,At Risk
7172,2024-09-11,2,447.74,16,4,1,3,413,Potential Loyalists
7173,2024-09-02,4,126.53,25,4,3,2,432,Loyal Customers
7174,2023-03-05,2,227.12,572,1,1,2,112,Low Engagement
7176,2023-04-15,2,279.08000000000004,531,1,1,3,113,High Value At Risk
7177,2024-02-08,1,23.34,232,3,1,1,311,Developing Customers
7178,2023-10-03,3,258.57,360,2,3,2,232,At Risk
7179,2024-04-11,2,469.56,169,3,1,4,314,Potential Loyalists
7180,2023-08-06,1,178.46,418,2,1,2,212,Low Engagement
7181,2024-08-31,5,702.65,27,4,4,4,444,Champions
7182,2024-09-22,2,278.44,5,4,1,3,413,Potential Loyalists
7183,2022-11-04,1,68.75,693,1,1,1,111,Low Engagement
7184,2024-05-23,6,452.96999999999997,127,3,4,3,343,Champions
7185,2022-02-21,1,125.91,949,1,1,1,111,Low Engagement
7186,2024-07-26,2,45.870000000000005,63,4,1,1,411,Developing Customers
7187,2024-09-03,5,571.49,24,4,4,4,444,Champions
7188,2024-07-22,1,38.77,67,4,1,1,411,Developing Customers
7189,2024-09-25,2,136.31,2,4,1,2,412,Developing Customers
7190,2022-02-10,1,134.22,960,1,1,2,112,Low Engagement
7191,2024-08-27,2,235.68,31,4,1,2,412,Developing Customers
7192,2024-08-13,6,208.7,45,4,4,2,442,Loyal Customers
7193,2024-03-16,4,139.38,195,3,3,2,332,Loyal Customers
7194,2024-05-06,5,856.26,144,3,4,4,344,Champions
7196,2023-06-20,2,370.03999999999996,465,2,1,3,213,High Value At Risk
7197,2024-03-15,3,455.13000000000005,196,3,3,3,333,Champions
7198,2022-01-09,1,83.63,992,1,1,1,111,Low Engagement
7200,2024-01-09,2,230.87,262,2,1,2,212,Low Engagement
7201,2024-08-23,2,303.54999999999995,35,4,1,3,413,Potential Loyalists
7202,2024-02-13,1,84.86,227,3,1,1,311,Developing Customers
7203,2024-04-04,3,381.32,176,3,3,3,333,Champions
7204,2024-06-05,1,257.87,114,3,1,2,312,Developing Customers
7205,2024-04-29,2,205.60999999999999,151,3,1,2,312,Developing Customers
7206,2024-07-21,5,451.26,68,4,4,3,443,Champions
7207,2022-12-24,3,271.62,643,1,3,3,133,At Risk
7208,2024-09-11,4,238.1,16,4,3,2,432,Loyal Customers
7209,2024-08-20,2,112.74,38,4,1,1,411,Developing Customers
7210,2024-02-27,4,826.22,213,3,3,4,334,Champions
7211,2022-07-25,1,33.08,795,1,1,1,111,Low Engagement
7212,2024-01-04,2,275.62,267,2,1,3,213,High Value At Risk
7213,2024-05-14,2,222.95000000000002,136,3,1,2,312,Developing Customers
7214,2023-06-12,2,406.94,473,1,1,3,113,High Value At Risk
7215,2023-03-18,2,67.66,559,1,1,1,111,Low Engagement
7216,2023-10-23,2,183.54,340,2,1,2,212,Low Engagement
7217,2024-01-23,2,228.88,248,2,1,2,212,Low Engagement
7218,2024-01-14,3,324.94,257,2,3,3,233,At Risk
